Distributor,Region,City,Retailer,Store Code,Address,Latitude,Longitude,Phone,Blue Band Margarine,Lipton Yellow Label Tea,Royco Bouillon Cubes,Knorr Bouillon Cubes,OMO Detergent,Sunlight Washing Powder,Sunlight Dishwashing Liquid,Close-Up Toothpaste,Pepsodent Toothpaste,Lux Soap,Lifebuoy Soap,Rexona,Pears,Vaseline,Axe Body Spray
QUBAH GLOBAL VENTURES,South South,Calabar,City Stores,RET-SOU-2636,"79 Palm Street, Calabar",4.941656,8.309694,2348947310525,37,235,241,174,231,209,219,213,163,147,40,248,202,245,127
QUBAH GLOBAL VENTURES,South South,Warri,City Hub,RET-SOU-5086,"83 Kings Street, Warri",5.522932,5.763213,2347099965128,141,159,156,131,15,227,159,117,218,162,208,59,53,95,202
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Top Retail,RET-SOU-7483,"111 Commercial Street, Port Harcourt",4.826887,7.058721,2347387815006,29,65,145,60,199,214,14,78,56,190,240,138,208,177,48
QUBAH GLOBAL VENTURES,South South,Benin,Fresh Bazaar,RET-SOU-9014,"136 Unity Street, Benin",6.335332,5.589157,2348004162942,49,109,220,135,77,34,45,223,143,25,104,229,109,56,158
QUBAH GLOBAL VENTURES,South South,Warri,Value Bazaar,RET-SOU-8200,"146 Allen Street, Warri",5.523043,5.768377,2347203368903,174,246,58,133,195,250,84,175,123,162,179,188,161,109,249
QUBAH GLOBAL VENTURES,South South,Warri,Family Center,RET-SOU-2277,"133 Palm Street, Warri",5.514229,5.734195,2348785440378,194,237,66,181,33,242,137,75,160,118,152,67,60,133,216
QUBAH GLOBAL VENTURES,South South,Calabar,Daily Supermarket,RET-SOU-2866,"124 Commercial Street, Calabar",4.955665,8.341257,2348981742728,194,242,183,28,34,46,99,174,215,216,240,32,133,84,229
QUBAH GLOBAL VENTURES,South South,Calabar,Green Center,RET-SOU-3412,"40 Kings Street, Calabar",4.946102,8.318002,2347087494299,151,239,15,178,155,205,198,156,120,72,28,163,119,162,40
QUBAH GLOBAL VENTURES,South South,Warri,Elite Stores,RET-SOU-8391,"9 Allen Street, Warri",5.501108,5.731,2348065413801,163,10,55,228,182,173,53,77,119,182,192,142,167,128,106
QUBAH GLOBAL VENTURES,South South,Uyo,Urban Retail,RET-SOU-8215,"81 Allen Street, Uyo",5.046743,7.932039,2348006011859,198,77,161,175,230,31,76,245,190,57,162,231,70,51,14
QUBAH GLOBAL VENTURES,South South,Port Harcourt,Elite Bazaar,RET-SOU-7871,"58 Commercial Street, Port Harcourt",4.805719,7.066245,2348208210329,103,37,195,185,205,243,225,129,178,81,140,13,161,119,119
SAZOFIA GLOBAL ENTERPRISES,Lagos,Apapa,Super Corner,RET-LAG-4169,"105 Unity Street, Apapa",6.446423,3.377143,2347768747600,168,66,181,34,135,166,242,249,20,104,44,65,176,78,124
SAZOFIA GLOBAL ENTERPRISES,Lagos,Lekki,Choice Stores,RET-LAG-4419,"17 Kings Street, Lekki",6.457554,3.57361,2347196331177,188,209,24,166,24,72,90,65,103,227,138,117,64,31,122
SAZOFIA GLOBAL ENTERPRISES,Lagos,Festac,Mega Mart,RET-LAG-1093,"2 Allen Street, Festac",6.472538,3.283121,2347640056473,68,133,220,64,58,127,12,116,37,93,44,31,102,172,83
SAZOFIA GLOBAL ENTERPRISES,Lagos,Apapa,Prime Center,RET-LAG-7144,"19 Market Street, Apapa",6.437931,3.376613,2347567869763,214,75,89,241,210,176,165,56,72,61,17,56,104,30,40
SAZOFIA GLOBAL ENTERPRISES,Lagos,Maryland,Best Corner,RET-LAG-6467,"18 Commercial Street, Maryland",6.558093,3.376461,2347499947157,210,229,38,182,126,11,22,45,195,188,114,54,26,34,202
SAZOFIA GLOBAL ENTERPRISES,Lagos,Surulere,Royal Corner,RET-LAG-9392,"133 Allen Street, Surulere",6.480773,3.3344,2349072747610,171,21,64,119,110,62,78,237,58,110,248,240,70,92,160
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikorodu,Market Bazaar,RET-LAG-5073,"35 Broad Street, Ikorodu",6.634268,3.519708,2348548987685,134,229,85,23,103,62,103,33,231,68,155,131,177,64,245
SAZOFIA GLOBAL ENTERPRISES,Lagos,Lekki,Express Mart,RET-LAG-1378,"13 Market Street, Lekki",6.46135,3.580612,2348503605179,192,138,38,77,138,187,222,83,225,99,48,89,140,103,144
SAZOFIA GLOBAL ENTERPRISES,Lagos,Alimosho,Daily Mart,RET-LAG-6211,"65 Market Street, Alimosho",6.621399,3.304313,2348361842749,39,149,62,125,35,249,206,206,200,165,156,14,221,228,248
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ogba,Super Retail,RET-LAG-2281,"89 Palm Street, Ogba",6.638526,3.36108,2348570152655,97,53,210,98,49,188,10,220,224,176,160,103,181,50,230
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ajah,Smart Shop,RET-LAG-9510,"23 Market Street, Ajah",6.474044,3.518482,2347479653084,177,194,127,20,62,206,146,229,228,187,39,199,161,51,98
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikeja,Express Center,RET-LAG-9738,"22 Palm Street, Ikeja",6.588132,3.361734,2348127624754,91,242,129,86,107,223,187,205,89,173,178,134,213,118,74
SAZOFIA GLOBAL ENTERPRISES,Lagos,Alimosho,City Hub,RET-LAG-9875,"108 Commercial Street, Alimosho",6.595076,3.302017,2348174251294,20,35,159,202,35,78,81,219,62,111,50,104,91,31,75
SAZOFIA GLOBAL ENTERPRISES,Lagos,Alimosho,Value Shop,RET-LAG-6622,"6 Allen Street, Alimosho",6.596325,3.310318,2348338037121,24,191,65,48,93,197,119,181,21,65,23,79,190,192,95
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ajah,Super Corner,RET-LAG-2073,"38 Unity Street, Ajah",6.472204,3.520209,2349000693779,67,250,59,156,27,141,36,72,98,83,221,158,232,218,215
SAZOFIA GLOBAL ENTERPRISES,Lagos,Lekki,Urban Bazaar,RET-LAG-6171,"64 Allen Street, Lekki",6.459733,3.588907,2348621719270,44,67,130,109,58,31,89,214,227,197,71,65,163,145,112
SAZOFIA GLOBAL ENTERPRISES,Lagos,Yaba,Daily Hub,RET-LAG-3819,"105 Allen Street, Yaba",6.517763,3.358203,2348530903713,66,199,241,163,123,219,149,75,91,172,47,170,26,239,55
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikorodu,Daily Corner,RET-LAG-6452,"118 Broad Street, Ikorodu",6.633343,3.492728,2348671459048,215,136,236,30,232,147,211,193,56,221,249,213,35,77,164
SAZOFIA GLOBAL ENTERPRISES,Lagos,Apapa,Prime Shop,RET-LAG-6141,"44 Broad Street, Apapa",6.436664,3.353093,2348091919286,53,242,244,14,101,165,78,113,234,201,240,118,213,52,137
SAZOFIA GLOBAL ENTERPRISES,Lagos,Surulere,Mega Mart,RET-LAG-9614,"52 Palm Street, Surulere",6.505727,3.361269,2347708053476,35,170,36,101,207,175,71,78,72,145,228,218,105,139,37
SAZOFIA GLOBAL ENTERPRISES,Lagos,Lekki,Daily Bazaar,RET-LAG-5626,"136 Market Street, Lekki",6.478415,3.573573,2347031706226,20,114,18,145,40,212,15,135,20,135,38,24,194,35,210
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ogba,Daily Mart,RET-LAG-6384,"50 Unity Street, Ogba",6.637066,3.324532,2348659604529,114,29,168,16,238,155,156,46,45,159,131,221,134,33,140
SAZOFIA GLOBAL ENTERPRISES,Lagos,Maryland,Express Center,RET-LAG-4768,"46 Commercial Street, Maryland",6.568038,3.360324,2347275607374,115,215,69,86,102,49,239,19,113,96,131,93,83,133,27
SAZOFIA GLOBAL ENTERPRISES,Lagos,Lekki,Smart Bazaar,RET-LAG-8340,"19 Market Street, Lekki",6.452427,3.570923,2347214818835,143,70,59,198,68,17,188,208,91,63,239,190,109,168,20
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ogba,City Hub,RET-LAG-4969,"141 Allen Street, Ogba",6.625233,3.358246,2348905886971,214,245,204,61,25,80,213,175,160,151,81,81,242,154,72
SAZOFIA GLOBAL ENTERPRISES,Lagos,Yaba,Green Corner,RET-LAG-4948,"67 Allen Street, Yaba",6.52183,3.391061,2347228470164,184,176,218,187,243,100,201,223,124,146,81,221,235,227,112
SAZOFIA GLOBAL ENTERPRISES,Lagos,Festac,Urban Stores,RET-LAG-3361,"56 Kings Street, Festac",6.457783,3.302664,2348397558380,71,71,250,151,181,122,55,79,134,234,167,103,240,190,31
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ajah,City Center,RET-LAG-1402,"59 Commercial Street, Ajah",6.46571,3.54798,2347053780604,21,22,192,233,141,239,13,204,240,245,245,53,142,165,136
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ajah,Golden Bazaar,RET-LAG-3793,"114 Unity Street, Ajah",6.450444,3.539116,2347696468237,223,113,182,33,72,210,80,100,144,173,98,229,192,182,39
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikeja,Super Hub,RET-LAG-4874,"134 Market Street, Ikeja",6.615285,3.370458,2347226290544,226,161,198,15,225,128,222,175,164,47,102,184,74,167,108
SAZOFIA GLOBAL ENTERPRISES,Lagos,Apapa,Express Hub,RET-LAG-7577,"109 Palm Street, Apapa",6.454896,3.364391,2347368808670,74,123,197,132,108,161,127,60,91,133,145,213,19,29,52
SAZOFIA GLOBAL ENTERPRISES,Lagos,Yaba,Green Corner,RET-LAG-3176,"17 Palm Street, Yaba",6.527082,3.389247,2348067353185,144,172,84,49,74,250,57,121,48,180,250,175,62,204,77
SAZOFIA GLOBAL ENTERPRISES,Lagos,Festac,Mega Bazaar,RET-LAG-5950,"145 Allen Street, Festac",6.468799,3.267875,2348386480623,130,180,143,81,168,67,150,149,38,176,188,191,153,51,235
SAZOFIA GLOBAL ENTERPRISES,Lagos,Festac,Daily Mart,RET-LAG-9478,"81 Palm Street, Festac",6.471792,3.26563,2347631851423,51,172,26,95,142,45,214,193,95,126,99,10,56,69,69
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikorodu,Elite Corner,RET-LAG-8391,"24 Commercial Street, Ikorodu",6.623547,3.514607,2347934940648,248,111,133,210,232,42,47,95,21,17,250,59,136,167,232
SAZOFIA GLOBAL ENTERPRISES,Lagos,Maryland,Best Bazaar,RET-LAG-9880,"7 Unity Street, Maryland",6.554477,3.379687,2347911305075,63,85,214,150,115,168,150,78,58,237,169,87,206,225,23
SAZOFIA GLOBAL ENTERPRISES,Lagos,Festac,Unity Mart,RET-LAG-5569,"31 Market Street, Festac",6.46491,3.271234,2347881285007,104,95,129,56,188,52,143,242,133,104,98,42,124,59,153
SAZOFIA GLOBAL ENTERPRISES,Lagos,Ikorodu,Choice Bazaar,RET-LAG-5611,"110 Broad Street, Ikorodu",6.604878,3.521571,2348595955008,124,37,101,186,44,106,116,36,247,44,239,209,155,112,123
SAZOFIA GLOBAL ENTERPRISES,Lagos,Surulere,Fresh Outlet,RET-LAG-7986,"133 Allen Street, Surulere",6.503289,3.349328,2347342272619,20,225,111,113,136,70,116,56,23,55,147,159,131,87,95
SAZOFIA GLOBAL ENTERPRISES,Lagos,Surulere,Mega Shop,RET-LAG-4106,"78 Broad Street, Surulere",6.489723,3.342689,2348351642536,122,23,105,59,249,76,191,157,111,125,171,22,191,114,227
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,Value Bazaar,RET-NOR-8861,"119 Allen Street, Yola",9.223325,12.476171,2347077588321,225,79,69,76,215,141,35,220,87,117,186,109,170,133,13
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,Golden Retail,RET-NOR-7790,"39 Commercial Street, Bauchi",10.318192,9.859716,2348602757279,191,156,60,191,95,229,132,50,66,135,214,64,16,248,44
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Elite Corner,RET-NOR-6109,"139 Broad Street, Maiduguri",11.830751,13.138035,2348303274332,177,15,179,182,157,183,26,228,88,207,225,122,134,64,15
YUHAZ MERCHANTS COMPANY LIMITED,North East,Jalingo,Unity Outlet,RET-NOR-5037,"69 Unity Street, Jalingo",8.885128,11.378865,2347990704045,189,148,159,230,130,92,87,81,81,196,93,77,110,35,234
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,Daily Bazaar,RET-NOR-4111,"108 Palm Street, Yola",9.19413,12.480225,2347208468029,124,190,96,37,78,220,24,161,107,106,51,58,47,41,119
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Smart Retail,RET-NOR-9961,"15 Broad Street, Maiduguri",11.819026,13.135679,2347530111057,51,230,120,95,195,98,184,191,74,185,44,137,33,198,187
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,City Outlet,RET-NOR-3239,"92 Market Street, Yola",9.211131,12.501044,2348443290311,243,19,136,114,187,119,138,178,159,10,247,120,25,147,237
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Express Supermarket,RET-NOR-1448,"21 Broad Street, Maiduguri",11.850779,13.168366,2348500803971,81,217,134,134,103,142,153,227,189,39,207,182,149,101,194
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,Fresh Bazaar,RET-NOR-9921,"87 Commercial Street, Bauchi",10.335269,9.850271,2347595133616,150,12,141,103,77,58,149,155,222,196,234,224,14,248,121
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,Elite Bazaar,RET-NOR-1518,"86 Commercial Street, Bauchi",10.300022,9.83684,2348084453965,184,94,29,248,132,62,14,218,29,216,205,169,169,232,211
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,Top Hub,RET-NOR-1989,"68 Commercial Street, Yola",9.217937,12.462437,2347216385421,188,82,179,159,165,33,126,141,127,105,58,202,207,89,119
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,Royal Stores,RET-NOR-4039,"56 Commercial Street, Yola",9.191096,12.477084,2348222014553,54,105,159,72,43,192,200,121,156,191,102,87,112,247,121
YUHAZ MERCHANTS COMPANY LIMITED,North East,Yola,Express Supermarket,RET-NOR-6001,"125 Unity Street, Yola",9.212569,12.496865,2348006655319,42,97,182,195,12,66,136,239,182,151,220,190,131,203,220
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Prime Outlet,RET-NOR-5711,"127 Market Street, Maiduguri",11.830333,13.146086,2347083136497,58,207,174,187,74,119,200,107,19,123,120,174,190,103,176
YUHAZ MERCHANTS COMPANY LIMITED,North East,Jalingo,Urban Stores,RET-NOR-5987,"122 Palm Street, Jalingo",8.906998,11.348135,2348632349983,42,119,248,189,120,201,43,83,47,32,67,118,64,16,176
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,City Supermarket,RET-NOR-6403,"107 Palm Street, Bauchi",10.312069,9.853538,2347267092921,207,244,164,101,115,84,184,120,127,206,170,138,245,53,211
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,Express Supermarket,RET-NOR-7520,"67 Broad Street, Bauchi",10.332354,9.859662,2348010316448,234,150,44,114,50,177,21,218,218,179,51,137,140,200,141
YUHAZ MERCHANTS COMPANY LIMITED,North East,Bauchi,Smart Retail,RET-NOR-3803,"114 Commercial Street, Bauchi",10.309908,9.852702,2348077622179,160,82,226,131,235,203,208,109,166,71,37,104,50,164,185
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Urban Retail,RET-NOR-4740,"38 Palm Street, Maiduguri",11.831943,13.156474,2348684235070,46,22,154,30,182,129,208,145,15,163,127,10,56,200,37
YUHAZ MERCHANTS COMPANY LIMITED,North East,Maiduguri,Super Stores,RET-NOR-2258,"34 Market Street, Maiduguri",11.846459,13.145765,2349060059542,199,23,124,179,56,121,45,250,118,249,199,61,10,215,43
HASKE MAKARANTA,Lagos,Festac,Smart Outlet,RET-LAG-3223,"38 Palm Street, Festac",6.483462,3.27493,2348076293602,115,34,232,230,18,84,143,98,155,229,76,24,15,149,198
HASKE MAKARANTA,Lagos,Lekki,Daily Supermarket,RET-LAG-7937,"63 Unity Street, Lekki",6.487074,3.586674,2348163631306,185,199,220,44,228,154,60,205,20,159,200,32,239,20,169
HASKE MAKARANTA,Lagos,Ajah,Golden Stores,RET-LAG-4553,"150 Palm Street, Ajah",6.472512,3.536021,2348783390709,214,175,193,33,190,171,82,189,50,134,169,137,231,100,72
HASKE MAKARANTA,Lagos,Lekki,Value Corner,RET-LAG-3577,"139 Unity Street, Lekki",6.486239,3.586081,2348228146564,202,239,222,230,49,122,108,45,22,96,106,204,147,41,23
HASKE MAKARANTA,Lagos,Yaba,Family Mart,RET-LAG-7042,"104 Kings Street, Yaba",6.517721,3.36419,2348556179035,132,130,85,221,23,80,164,240,14,211,199,186,98,73,104
HASKE MAKARANTA,Lagos,Lekki,Green Bazaar,RET-LAG-9109,"7 Commercial Street, Lekki",6.478122,3.574024,2348892796561,96,131,234,95,146,123,67,181,35,153,32,66,117,51,207
HASKE MAKARANTA,Lagos,Yaba,Express Mart,RET-LAG-5325,"63 Allen Street, Yaba",6.491167,3.38871,2348603297159,112,174,224,82,143,95,189,64,30,42,114,95,67,51,176
HASKE MAKARANTA,Lagos,Ogba,Value Hub,RET-LAG-5899,"68 Broad Street, Ogba",6.657089,3.348583,2347096011069,167,95,15,215,136,11,10,186,167,128,211,22,175,116,230
HASKE MAKARANTA,Lagos,Lekki,Elite Supermarket,RET-LAG-5872,"138 Allen Street, Lekki",6.460003,3.575759,2347312905401,77,36,15,41,14,160,31,140,95,246,248,135,116,127,186
HASKE MAKARANTA,Lagos,Ajah,Prime Retail,RET-LAG-3148,"73 Kings Street, Ajah",6.450018,3.524653,2347737733907,119,36,46,34,82,50,158,136,139,161,22,164,90,52,212
HASKE MAKARANTA,Lagos,Ikorodu,Fresh Corner,RET-LAG-9007,"7 Broad Street, Ikorodu",6.609491,3.524631,2348919150495,154,177,108,58,244,136,249,52,247,52,204,162,97,237,162
HASKE MAKARANTA,Lagos,Festac,Prime Hub,RET-LAG-4387,"126 Unity Street, Festac",6.482266,3.293217,2348190450631,89,157,180,234,200,54,211,111,198,144,173,131,214,112,166
HASKE MAKARANTA,Lagos,Yaba,Value Bazaar,RET-LAG-5580,"39 Market Street, Yaba",6.514033,3.358064,2347446879044,236,106,75,119,246,206,166,181,240,78,209,122,136,218,36
HASKE MAKARANTA,Lagos,Lekki,Royal Outlet,RET-LAG-4131,"45 Unity Street, Lekki",6.461755,3.583655,2348413274143,66,135,69,229,229,85,161,158,27,87,131,25,109,190,14
HASKE MAKARANTA,Lagos,Ikeja,Choice Hub,RET-LAG-2664,"112 Commercial Street, Ikeja",6.619809,3.338826,2348581041416,198,10,245,217,110,202,215,51,133,189,147,149,40,248,100
HASKE MAKARANTA,Lagos,Ikeja,Fresh Retail,RET-LAG-8119,"36 Unity Street, Ikeja",6.594685,3.357177,2348157333886,226,89,97,81,99,142,43,224,20,183,189,144,220,81,106
HASKE MAKARANTA,Lagos,Maryland,Express Supermarket,RET-LAG-3081,"38 Commercial Street, Maryland",6.582845,3.352342,2347606923888,228,207,198,181,124,18,228,208,110,69,232,85,123,127,44
HASKE MAKARANTA,Lagos,Festac,Top Hub,RET-LAG-3811,"2 Commercial Street, Festac",6.480698,3.299998,2348296379664,89,76,81,195,167,124,165,197,130,90,182,170,191,156,249
HASKE MAKARANTA,Lagos,Surulere,Urban Corner,RET-LAG-7037,"15 Unity Street, Surulere",6.516421,3.350093,2347345259235,145,168,145,98,122,198,164,104,247,241,44,184,94,15,175
HASKE MAKARANTA,Lagos,Ajah,Smart Center,RET-LAG-9853,"150 Market Street, Ajah",6.473768,3.526792,2348466272438,220,116,97,167,152,139,151,165,232,40,23,199,235,197,199
HASKE MAKARANTA,Lagos,Ogba,Prime Mart,RET-LAG-4791,"25 Broad Street, Ogba",6.650534,3.324492,2347448963501,15,223,40,65,190,160,114,222,116,225,129,109,197,226,54
HASKE MAKARANTA,Lagos,Festac,Choice Mart,RET-LAG-3699,"83 Kings Street, Festac",6.460365,3.281843,2347702793241,150,225,166,139,93,174,92,189,60,19,222,231,144,243,201
HASKE MAKARANTA,Lagos,Surulere,Daily Center,RET-LAG-9337,"65 Broad Street, Surulere",6.507064,3.348124,2348783412186,155,248,55,79,196,13,10,148,202,143,107,147,64,234,141
HASKE MAKARANTA,Lagos,Alimosho,Royal Outlet,RET-LAG-6246,"40 Market Street, Alimosho",6.613819,3.285343,2348347388701,23,69,30,59,36,210,233,194,109,58,229,185,221,97,122
HASKE MAKARANTA,Lagos,Surulere,Value Shop,RET-LAG-3851,"53 Kings Street, Surulere",6.507048,3.366597,2348031145995,64,163,21,112,70,75,23,205,61,121,150,24,64,160,12
HASKE MAKARANTA,Lagos,Maryland,Elite Retail,RET-LAG-1284,"70 Kings Street, Maryland",6.56032,3.375983,2347228909858,196,248,208,181,65,198,213,163,53,12,134,80,165,94,19
HASKE MAKARANTA,Lagos,Maryland,Top Center,RET-LAG-4952,"87 Allen Street, Maryland",6.568583,3.380108,2348027011498,99,34,93,234,129,91,77,120,243,218,232,48,194,89,243
HASKE MAKARANTA,Lagos,Festac,Royal Hub,RET-LAG-1331,"11 Palm Street, Festac",6.48418,3.26999,2348285750456,194,86,67,57,180,132,32,239,160,189,242,155,18,41,199
HASKE MAKARANTA,Lagos,Ogba,Choice Shop,RET-LAG-7873,"97 Kings Street, Ogba",6.654444,3.343304,2347474723758,77,194,214,204,31,194,49,64,44,188,135,164,150,119,61
HASKE MAKARANTA,Lagos,Lekki,Urban Outlet,RET-LAG-2854,"38 Market Street, Lekki",6.463839,3.57457,2348736790454,20,194,117,62,138,189,69,115,122,53,49,121,185,65,131
H.O NWOJI,North West,Katsina,Super Stores,RET-NOR-4004,"78 Commercial Street, Katsina",12.994602,7.590636,2349081886667,106,159,23,13,195,242,178,121,235,48,116,199,35,148,111
H.O NWOJI,North West,Kano,Unity Center,RET-NOR-9507,"126 Broad Street, Kano",11.990699,8.601597,2347721399501,138,150,56,114,86,194,59,87,89,232,113,233,118,208,151
H.O NWOJI,North West,Zaria,Family Bazaar,RET-NOR-1847,"149 Palm Street, Zaria",11.10351,7.707333,2347553151944,218,54,222,171,75,163,171,22,113,85,95,236,216,70,118
H.O NWOJI,North West,Katsina,Best Supermarket,RET-NOR-9444,"102 Broad Street, Katsina",12.998416,7.606515,2348573281726,86,249,75,193,193,148,203,172,41,247,21,77,219,156,80
H.O NWOJI,North West,Kaduna,Golden Hub,RET-NOR-5068,"111 Palm Street, Kaduna",10.506202,7.415192,2348524730842,92,51,36,61,176,109,151,70,48,205,59,145,54,167,169
H.O NWOJI,North West,Kano,Super Center,RET-NOR-4482,"44 Market Street, Kano",12.008463,8.606815,2349016140795,25,30,133,60,91,186,195,105,184,92,105,111,50,88,94
H.O NWOJI,North West,Kano,City Shop,RET-NOR-5005,"31 Commercial Street, Kano",12.008161,8.591151,2348957918881,58,154,246,67,87,155,147,216,150,143,236,240,48,206,64
H.O NWOJI,North West,Zaria,Fresh Supermarket,RET-NOR-8696,"138 Commercial Street, Zaria",11.091922,7.712358,2347637907045,127,21,102,34,195,20,31,18,156,168,98,173,82,237,11
H.O NWOJI,North West,Katsina,Top Stores,RET-NOR-3950,"139 Commercial Street, Katsina",13.005078,7.60566,2348092130751,160,114,132,206,166,227,80,228,28,124,176,200,218,22,24
H.O NWOJI,North West,Katsina,Urban Hub,RET-NOR-1130,"40 Kings Street, Katsina",13.006356,7.61803,2347876547761,68,151,215,145,123,216,152,87,71,85,220,95,120,68,165
H.O NWOJI,North West,Kaduna,Best Hub,RET-NOR-2948,"99 Broad Street, Kaduna",10.518081,7.41496,2347594203264,193,23,143,23,38,93,137,145,107,250,128,215,126,215,28
H.O NWOJI,North West,Kaduna,Daily Corner,RET-NOR-4310,"115 Broad Street, Kaduna",10.504334,7.422417,2347553669473,159,104,242,151,202,60,156,109,194,197,204,100,159,163,86
H.O NWOJI,North West,Sokoto,Market Outlet,RET-NOR-6274,"9 Palm Street, Sokoto",12.986898,5.228939,2348859678008,152,194,25,176,213,36,155,184,78,180,170,17,163,18,52
H.O NWOJI,North West,Kano,City Shop,RET-NOR-8563,"120 Allen Street, Kano",12.001383,8.610088,2348401451129,77,96,184,59,101,21,41,207,124,98,193,188,170,234,30
H.O NWOJI,North West,Sokoto,Top Mart,RET-NOR-5940,"54 Kings Street, Sokoto",12.992753,5.253414,2348790958073,156,127,60,121,35,100,162,118,237,153,214,217,177,158,92
H.O NWOJI,North West,Zaria,Best Mart,RET-NOR-4640,"117 Allen Street, Zaria",11.121195,7.741149,2347965775195,163,124,160,232,183,46,142,163,113,121,139,55,21,212,95
H.O NWOJI,North West,Sokoto,Fresh Supermarket,RET-NOR-4962,"115 Kings Street, Sokoto",12.99572,5.254629,2347490703615,60,92,13,66,127,202,224,90,75,72,67,233,190,89,141
H.O NWOJI,North West,Kaduna,Family Mart,RET-NOR-7055,"116 Palm Street, Kaduna",10.491541,7.40282,2347078259442,94,45,231,145,78,126,154,54,42,46,216,247,241,226,113
H.O NWOJI,North West,Katsina,Royal Hub,RET-NOR-6796,"18 Market Street, Katsina",12.977641,7.619856,2347013452511,28,240,185,53,147,47,203,214,233,59,206,50,123,187,92
